Application: Tecan i-control;;;;Tecan i-control , 1.10.4.0;;;;;;;
Device: infinite 200Pro;;;;Serial number: 1308001874;;;;Serial number of connected stacker:;;;
Firmware: V_3.37_07/12_Infinite (Jul 20 2012/13.56.47);;;;MAI, V_3.37_07/12_Infinite (Jul 20 2012/13.56.47);;;;;;;
;;;;;;;;;;;
Date:;23/10/2013;;;;;;;;;;
Time:;09:58:26;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
System;;;;TECAN-PC;;;;;;;
User;;;;tecan-PC\tecan;;;;;;;
Plate;;;;Greiner 96 Flat Bottom Transparent Polystyrol  [GRE96ft.pdfx];;;;;;;
Plate-ID (Stacker);;;;;;;;;;;
;;;;;;;;;;;
List of actions in this measurement script:;;;;;;;;;;;
Kinetic;;;;;;;;;;;
Absorbance;;;;;;;;;;;
Fluorescence;;;;;;;;;;;
;;;;;;;;;;;
2 Labels;;;;;;;;;;;
Kinetic Measurement;;;;;;;;;;;
Kinetic Cycles;;;;5;;;;;;;
Interval Time;;;;Minimal;;;;;;;
Mode;;;;Absorbance;;;;;;;
C12;19569;19408;19097;19165;19143;;;;;;
Time [ms];12694;117506;222307;327108;431900;;;;;;
D1;17446;17321;17304;17337;17212;;;;;;
Time [ms];17082;121895;226696;331498;436290;;;;;;
D2;18971;18923;18607;18722;18516;;;;;;
Time [ms];16727;121540;226340;331142;435934;;;;;;
D3;18249;18195;18066;17935;17818;;;;;;
Time [ms];16371;121184;225984;330786;435578;;;;;;
D4;17503;17159;17158;17096;16983;;;;;;
Time [ms];16015;120828;225628;330430;435223;;;;;;
D5;18117;18067;17892;17918;17773;;;;;;
Time [ms];15659;120472;225272;330074;434867;;;;;;
D6;17870;17968;17816;17708;17783;;;;;;
Time [ms];15303;120116;224917;329718;434511;;;;;;
D7;18311;18282;18069;17946;17836;;;;;;
Time [ms];14947;119760;224561;329362;434155;;;;;;
D8;18888;18535;18734;18509;18466;;;;;;
Time [ms];14591;119404;224205;329006;433799;;;;;;
D9;19039;18951;19001;18855;18776;;;;;;
Time [ms];14235;119048;223849;328651;433443;;;;;;
D10;20607;20433;20371;20160;20297;;;;;;
Time [ms];13879;118692;223493;328295;433087;;;;;;
D11;18654;18577;18336;18331;18168;;;;;;
Time [ms];13524;118337;223137;327939;432731;;;;;;
D12;19609;19531;19451;19371;19386;;;;;;
Time [ms];13168;117981;222781;327583;432375;;;;;;
E1;17914;18027;17861;17725;17835;;;;;;
Time [ms];17557;122369;227170;331973;436765;;;;;;
E2;17338;17278;17176;17206;16910;;;;;;
Time [ms];17912;122725;227526;332329;437121;;;;;;
E3;20717;20684;20409;20433;20500;;;;;;
Time [ms];18268;123081;227882;332685;437477;;;;;;
E4;19414;19111;19047;19095;19093;;;;;;
Time [ms];18624;123437;228238;333041;437833;;;;;;
E5;17097;17117;17019;16961;16858;;;;;;
Time [ms];18980;123793;228593;333397;438188;;;;;;
E6;18022;17931;17941;17657;17529;;;;;;
Time [ms];19336;124149;228949;333752;438544;;;;;;
E7;18513;18294;18399;18304;18139;;;;;;
Time [ms];19692;124505;229305;334108;438900;;;;;;
E8;18702;18742;18439;18564;18515;;;;;;
Time [ms];20048;124861;229661;334464;439256;;;;;;
E9;19147;18985;18941;18975;18795;;;;;;
Time [ms];20404;125217;230017;334820;439612;;;;;;
E10;19852;19709;19721;19697;19591;;;;;;
Time [ms];20760;125572;230373;335176;439968;;;;;;
E11;18566;18483;18408;18445;18204;;;;;;
Time [ms];21115;125928;230729;335532;440324;;;;;;
E12;19283;19114;18890;18887;18814;;;;;;
Time [ms];21471;126284;231085;335888;440680;;;;;;
F1;18514;18294;18313;18182;18118;;;;;;
Time [ms];25859;130675;235474;340278;445070;;;;;;
F2;18950;18909;18823;18713;18594;;;;;;
Time [ms];25503;130319;235118;339922;444714;;;;;;
F3;18577;18303;18469;18172;18143;;;;;;
Time [ms];25148;129963;234763;339566;444358;;;;;;
F4;19118;18961;18941;18718;18773;;;;;;
Time [ms];24792;129607;234407;339210;444002;;;;;;
F5;17578;17330;17282;17207;17278;;;;;;
Time [ms];24436;129251;234051;338854;443646;;;;;;
F6;18172;18136;17995;17911;17903;;;;;;
Time [ms];24080;128895;233695;338498;443290;;;;;;
F7;17219;17118;17044;16964;17087;;;;;;
Time [ms];23724;128539;233339;338142;442934;;;;;;
F8;18006;17778;17794;17611;17677;;;;;;
Time [ms];23368;128183;232983;337786;442579;;;;;;
F9;19365;19289;19341;19262;19250;;;;;;
Time [ms];23012;127827;232627;337430;442223;;;;;;
F10;17897;17866;17817;17753;17684;;;;;;
Time [ms];22656;127472;232271;337075;441867;;;;;;
F11;18935;18803;18737;18854;18687;;;;;;
Time [ms];22300;127116;231916;336719;441511;;;;;;
F12;18527;18380;18346;18350;18221;;;;;;
Time [ms];21944;126760;231560;336363;441155;;;;;;
G1;19164;19175;19072;18859;18787;;;;;;
Time [ms];26334;131149;235949;340752;445545;;;;;;
G2;19397;19169;19203;19099;19170;;;;;;
Time [ms];26690;131505;236305;341108;445901;;;;;;
G3;19645;19549;19395;19305;19149;;;;;;
Time [ms];27046;131861;236661;341464;446257;;;;;;
G4;18459;18330;18254;18062;18123;;;;;;
Time [ms];27402;132217;237017;341820;446612;;;;;;
G5;17649;17872;17636;17609;17533;;;;;;
Time [ms];27758;132573;237373;342175;446968;;;;;;
G6;18507;18532;18393;18326;18142;;;;;;
Time [ms];28114;132929;237729;342531;447324;;;;;;
G7;18848;18752;18631;18528;18568;;;;;;
Time [ms];28469;133285;238085;342887;447680;;;;;;
G8;18260;18124;18012;18005;17928;;;;;;
Time [ms];28825;133640;238441;343243;448036;;;;;;
G9;20256;20158;20102;19932;19835;;;;;;
Time [ms];29181;133996;238796;343599;448392;;;;;;
