
Assay:, Absorbance_abso, Description:
Software:, Tecan, Instrument Serial:, 
Plate Seq#1 Comment:, Acquired: Monday, January 01, 2000 00:00 AM Temperature Min/Max: 0.0/0.0°C
Well Number, Time, Absorbance , Sample Type, Flags
36, 00:03:42, 19097, UNK36,
36, 00:05:27, 19165, UNK36,
36, 00:07:11, 19143, UNK36,
37, 00:00:17, 17446, UNK37,
37, 00:02:01, 17321, UNK37,
37, 00:03:46, 17304, UNK37,
37, 00:05:31, 17337, UNK37,
37, 00:07:16, 17212, UNK37,
38, 00:00:16, 18971, UNK38,
38, 00:02:01, 18923, UNK38,
38, 00:03:46, 18607, UNK38,
38, 00:05:31, 18722, UNK38,
38, 00:07:15, 18516, UNK38,
39, 00:00:16, 18249, UNK39,
39, 00:02:01, 18195, UNK39,
39, 00:03:45, 18066, UNK39,
39, 00:05:30, 17935, UNK39,
39, 00:07:15, 17818, UNK39,
40, 00:00:16, 17503, UNK40,
40, 00:02:00, 17159, UNK40,
40, 00:03:45, 17158, UNK40,
40, 00:05:30, 17096, UNK40,
40, 00:07:15, 16983, UNK40,
41, 00:00:15, 18117, UNK41,
41, 00:02:00, 18067, UNK41,
41, 00:03:45, 17892, UNK41,
41, 00:05:30, 17918, UNK41,
41, 00:07:14, 17773, UNK41,
42, 00:00:15, 17870, UNK42,
42, 00:02:00, 17968, UNK42,
42, 00:03:44, 17816, UNK42,
42, 00:05:29, 17708, UNK42,
42, 00:07:14, 17783, UNK42,
43, 00:00:14, 18311, UNK43,
43, 00:01:59, 18282, UNK43,
43, 00:03:44, 18069, UNK43,
43, 00:05:29, 17946, UNK43,
43, 00:07:14, 17836, UNK43,
44, 00:00:14, 18888, UNK44,
44, 00:01:59, 18535, UNK44,
44, 00:03:44, 18734, UNK44,
44, 00:05:29, 18509, UNK44,
44, 00:07:13, 18466, UNK44,
45, 00:00:14, 19039, UNK45,
45, 00:01:59, 18951, UNK45,
45, 00:03:43, 19001, UNK45,
45, 00:05:28, 18855, UNK45,
45, 00:07:13, 18776, UNK45,
46, 00:00:13, 20607, UNK46,
46, 00:01:58, 20433, UNK46,
46, 00:03:43, 20371, UNK46,
46, 00:05:28, 20160, UNK46,
46, 00:07:13, 20297, UNK46,
47, 00:00:13, 18654, UNK47,
47, 00:01:58, 18577, UNK47,
47, 00:03:43, 18336, UNK47,
47, 00:05:27, 18331, UNK47,
47, 00:07:12, 18168, UNK47,
48, 00:00:13, 19609, UNK48,
48, 00:01:57, 19531, UNK48,
48, 00:03:42, 19451, UNK48,
48, 00:05:27, 19371, UNK48,
48, 00:07:12, 19386, UNK48,
49, 00:00:17, 17914, UNK49,
49, 00:02:02, 18027, UNK49,
49, 00:03:47, 17861, UNK49,
49, 00:05:31, 17725, UNK49,
49, 00:07:16, 17835, UNK49,
50, 00:00:17, 17338, UNK50,
50, 00:02:02, 17278, UNK50,
50, 00:03:47, 17176, UNK50,
50, 00:05:32, 17206, UNK50,
50, 00:07:17, 16910, UNK50,
51, 00:00:18, 20717, UNK51,
51, 00:02:03, 20684, UNK51,
51, 00:03:47, 20409, UNK51,
51, 00:05:32, 20433, UNK51,
51, 00:07:17, 20500, UNK51,
52, 00:00:18, 19414, UNK52,
52, 00:02:03, 19111, UNK52,
52, 00:03:48, 19047, UNK52,
52, 00:05:33, 19095, UNK52,
52, 00:07:17, 19093, UNK52,
53, 00:00:18, 17097, UNK53,
53, 00:02:03, 17117, UNK53,
53, 00:03:48, 17019, UNK53,
53, 00:05:33, 16961, UNK53,
53, 00:07:18, 16858, UNK53,
54, 00:00:19, 18022, UNK54,
54, 00:02:04, 17931, UNK54,
54, 00:03:48, 17941, UNK54,
54, 00:05:33, 17657, UNK54,
54, 00:07:18, 17529, UNK54,
55, 00:00:19, 18513, UNK55,
55, 00:02:04, 18294, UNK55,
55, 00:03:49, 18399, UNK55,
55, 00:05:34, 18304, UNK55,
55, 00:07:18, 18139, UNK55,
56, 00:00:20, 18702, UNK56,
56, 00:02:04, 18742, UNK56,
56, 00:03:49, 18439, UNK56,
56, 00:05:34, 18564, UNK56,
56, 00:07:19, 18515, UNK56,
57, 00:00:20, 19147, UNK57,
57, 00:02:05, 18985, UNK57,
57, 00:03:50, 18941, UNK57,
57, 00:05:34, 18975, UNK57,
57, 00:07:19, 18795, UNK57,
58, 00:00:20, 19852, UNK58,
58, 00:02:05, 19709, UNK58,
58, 00:03:50, 19721, UNK58,
58, 00:05:35, 19697, UNK58,
58, 00:07:19, 19591, UNK58,
59, 00:00:21, 18566, UNK59,
59, 00:02:05, 18483, UNK59,
59, 00:03:50, 18408, UNK59,
59, 00:05:35, 18445, UNK59,
59, 00:07:20, 18204, UNK59,
60, 00:00:21, 19283, UNK60,
60, 00:02:06, 19114, UNK60,
60, 00:03:51, 18890, UNK60,
60, 00:05:35, 18887, UNK60,
60, 00:07:20, 18814, UNK60,
61, 00:00:25, 18514, UNK61,
61, 00:02:10, 18294, UNK61,
61, 00:03:55, 18313, UNK61,
61, 00:05:40, 18182, UNK61,
61, 00:07:25, 18118, UNK61,
62, 00:00:25, 18950, UNK62,
62, 00:02:10, 18909, UNK62,
62, 00:03:55, 18823, UNK62,
62, 00:05:39, 18713, UNK62,
62, 00:07:24, 18594, UNK62,
63, 00:00:25, 18577, UNK63,
63, 00:02:09, 18303, UNK63,
63, 00:03:54, 18469, UNK63,
63, 00:05:39, 18172, UNK63,
63, 00:07:24, 18143, UNK63,
64, 00:00:24, 19118, UNK64,
64, 00:02:09, 18961, UNK64,
64, 00:03:54, 18941, UNK64,
64, 00:05:39, 18718, UNK64,
64, 00:07:24, 18773, UNK64,
65, 00:00:24, 17578, UNK65,
65, 00:02:09, 17330, UNK65,
65, 00:03:54, 17282, UNK65,
65, 00:05:38, 17207, UNK65,
65, 00:07:23, 17278, UNK65,
66, 00:00:24, 18172, UNK66,
66, 00:02:08, 18136, UNK66,
66, 00:03:53, 17995, UNK66,
66, 00:05:38, 17911, UNK66,
66, 00:07:23, 17903, UNK66,
67, 00:00:23, 17219, UNK67,
67, 00:02:08, 17118, UNK67,
67, 00:03:53, 17044, UNK67,
67, 00:05:38, 16964, UNK67,
67, 00:07:22, 17087, UNK67,
68, 00:00:23, 18006, UNK68,
68, 00:02:08, 17778, UNK68,
68, 00:03:52, 17794, UNK68,
68, 00:05:37, 17611, UNK68,
68, 00:07:22, 17677, UNK68,
69, 00:00:23, 19365, UNK69,
69, 00:02:07, 19289, UNK69,
69, 00:03:52, 19341, UNK69,
69, 00:05:37, 19262, UNK69,
69, 00:07:22, 19250, UNK69,
70, 00:00:22, 17897, UNK70,
70, 00:02:07, 17866, UNK70,
70, 00:03:52, 17817, UNK70,
70, 00:05:37, 17753, UNK70,
70, 00:07:21, 17684, UNK70,
71, 00:00:22, 18935, UNK71,
71, 00:02:07, 18803, UNK71,
71, 00:03:51, 18737, UNK71,
71, 00:05:36, 18854, UNK71,
71, 00:07:21, 18687, UNK71,
72, 00:00:21, 18527, UNK72,
72, 00:02:06, 18380, UNK72,
72, 00:03:51, 18346, UNK72,
72, 00:05:36, 18350, UNK72,
72, 00:07:21, 18221, UNK72,
73, 00:00:26, 19164, UNK73,
73, 00:02:11, 19175, UNK73,
73, 00:03:55, 19072, UNK73,
73, 00:05:40, 18859, UNK73,
73, 00:07:25, 18787, UNK73,
74, 00:00:26, 19397, UNK74,
74, 00:02:11, 19169, UNK74,
74, 00:03:56, 19203, UNK74,
74, 00:05:41, 19099, UNK74,
74, 00:07:25, 19170, UNK74,
75, 00:00:27, 19645, UNK75,
75, 00:02:11, 19549, UNK75,
75, 00:03:56, 19395, UNK75,
75, 00:05:41, 19305, UNK75,
75, 00:07:26, 19149, UNK75,
76, 00:00:27, 18459, UNK76,
76, 00:02:12, 18330, UNK76,
76, 00:03:57, 18254, UNK76,
76, 00:05:41, 18062, UNK76,
76, 00:07:26, 18123, UNK76,
77, 00:00:27, 17649, UNK77,
77, 00:02:12, 17872, UNK77,
77, 00:03:57, 17636, UNK77,
77, 00:05:42, 17609, UNK77,
77, 00:07:26, 17533, UNK77,
78, 00:00:28, 18507, UNK78,
78, 00:02:12, 18532, UNK78,
78, 00:03:57, 18393, UNK78,
78, 00:05:42, 18326, UNK78,
78, 00:07:27, 18142, UNK78,
79, 00:00:28, 18848, UNK79,
79, 00:02:13, 18752, UNK79,
79, 00:03:58, 18631, UNK79,
79, 00:05:42, 18528, UNK79,
79, 00:07:27, 18568, UNK79,
80, 00:00:28, 18260, UNK80,
80, 00:02:13, 18124, UNK80,
80, 00:03:58, 18012, UNK80,
80, 00:05:43, 18005, UNK80,
80, 00:07:28, 17928, UNK80,
81, 00:00:29, 20256, UNK81,
81, 00:02:13, 20158, UNK81,
81, 00:03:58, 20102, UNK81,
81, 00:05:43, 19932, UNK81,
81, 00:07:28, 19835, UNK81,
82, 00:00:29, 20813, UNK82,
82, 00:02:14, 20720, UNK82,
82, 00:03:59, 20381, UNK82,
82, 00:05:43, 20530, UNK82,
82, 00:07:28, 20531, UNK82,
83, 00:00:29, 19656, UNK83,
83, 00:02:14, 19497, UNK83,
83, 00:03:59, 19500, UNK83,
83, 00:05:44, 19610, UNK83,
83, 00:07:29, 19398, UNK83,
84, 00:00:30, 21203, UNK84,
84, 00:02:15, 21085, UNK84,
84, 00:03:59, 21064, UNK84,
84, 00:05:44, 20848, UNK84,
84, 00:07:29, 21073, UNK84,
85, 00:00:34, 17640, UNK85,
85, 00:02:19, 17613, UNK85,
85, 00:04:04, 17523, UNK85,
85, 00:05:49, 17416, UNK85,
85, 00:07:33, 17420, UNK85,
86, 00:00:34, 18566, UNK86,
86, 00:02:19, 18502, UNK86,
86, 00:04:03, 18491, UNK86,
86, 00:05:48, 18361, UNK86,
86, 00:07:33, 18345, UNK86,
87, 00:00:33, 19356, UNK87,
87, 00:02:18, 19269, UNK87,
87, 00:04:03, 19140, UNK87,
87, 00:05:48, 19200, UNK87,
87, 00:07:33, 18891, UNK87,
88, 00:00:33, 17872, UNK88,
88, 00:02:18, 17766, UNK88,
88, 00:04:03, 17766, UNK88,
88, 00:05:47, 17808, UNK88,
88, 00:07:32, 17580, UNK88,
89, 00:00:33, 18482, UNK89,
89, 00:02:18, 18360, UNK89,
89, 00:04:02, 18242, UNK89,
89, 00:05:47, 18270, UNK89,
89, 00:07:32, 18220, UNK89,
90, 00:00:32, 18132, UNK90,
90, 00:02:17, 18221, UNK90,
90, 00:04:02, 18082, UNK90,
90, 00:05:47, 18179, UNK90,
90, 00:07:32, 17972, UNK90,
91, 00:00:32, 19893, UNK91,
91, 00:02:17, 19829, UNK91,
91, 00:04:02, 19726, UNK91,
91, 00:05:46, 19670, UNK91,
91, 00:07:31, 19507, UNK91,
92, 00:00:32, 22642, UNK92,
92, 00:02:16, 22546, UNK92,
92, 00:04:01, 22445, UNK92,
92, 00:05:46, 22317, UNK92,
92, 00:07:31, 22211, UNK92,
93, 00:00:31, 23207, UNK93,
93, 00:02:16, 23046, UNK93,
93, 00:04:01, 22996, UNK93,
93, 00:05:46, 22836, UNK93,
93, 00:07:31, 22533, UNK93,
94, 00:00:31, 19664, UNK94,
94, 00:02:16, 19509, UNK94,
94, 00:04:01, 19449, UNK94,
94, 00:05:45, 19399, UNK94,
94, 00:07:30, 19425, UNK94,
95, 00:00:31, 19694, UNK95,
95, 00:02:15, 19634, UNK95,
95, 00:04:00, 19571, UNK95,
95, 00:05:45, 19553, UNK95,
95, 00:07:30, 19400, UNK95,
96, 00:00:30, 20604, UNK96,
96, 00:02:15, 20652, UNK96,
96, 00:04:00, 20469, UNK96,
96, 00:05:45, 20321, UNK96,
96, 00:07:29, 20303, UNK96,
96, 00:00:30, 20604, UNK96,
96, 00:02:15, 20652, UNK96,
96, 00:04:00, 20469, UNK96,
96, 00:05:45, 20321, UNK96,
96, 00:07:29, 20303, UNK96,
